# ---------------------------------- WARNING ----------------------------------------
# Provisional data are subject to revision. Go to
# http://waterdata.usgs.gov/nwis/help/?provisional for more information.
#
# File-format description:  http://waterdata.usgs.gov/nwis/?tab_delimited_format_info
# Automated-retrieval info: http://waterdata.usgs.gov/nwis/?automated_retrieval_info
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2012-07-16 17:32:33 EDT	(caas01)
#
# Data for the following 9 site(s) are contained in this file
#    USGS 430406089232901 DN-07/09E/23-1297
#    USGS 430427089284901 DN-07/09E/19-0064
#    USGS 430642089395301 DN-07/07E/04-6021
#    USGS 430658089385701 DN-07/07E/03-6023
#    USGS 430658089385901 DN-07/07E/03-6024
#    USGS 430659089385801 DN-07/07E/03-6022
#    USGS 430718089291501 DN-08/08E/36-1440
#    USGS 431233089103201 DN-09/11E/34-1355
#    USGS 431312089475301 DN-09/06E/29-0083
# -----------------------------------------------------------------------------------
#
# Data provided for site 430406089232901
#    DD parameter statistic   Description
#    01   72019     00001     Depth to water level, feet below land surface (Maximum)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
#
agency_cd	site_no	datetime	01_72019_00001	01_72019_00001_cd
USGS	431233089103201	1992-04-22	40.32	A
USGS	431233089103201	1992-04-23	40.29	A
USGS	431233089103201	1992-04-24	40.21	A
USGS	431233089103201	1992-04-25	40.17	A
USGS	431233089103201	1992-04-26	40.14	A
USGS	431233089103201	1992-04-27	40.11	A
USGS	431233089103201	1992-04-28	40.06	A
USGS	431233089103201	1992-04-29	39.99	A
USGS	431233089103201	1992-04-30	40.00	A
USGS	431233089103201	1992-05-01	39.94	A
USGS	431233089103201	1992-05-02	39.95	A
USGS	431233089103201	1992-05-03	39.96	A
USGS	431233089103201	1992-05-04	39.94	A
USGS	431233089103201	1992-05-05	39.95	A
USGS	431233089103201	1992-05-06	39.96	A
USGS	431233089103201	1992-05-07	39.94	A
USGS	431233089103201	1992-05-08	39.92	A
USGS	431233089103201	1992-05-09	39.92	A
USGS	431233089103201	1992-05-10	39.94	A
USGS	431233089103201	1992-05-11	39.92	A
USGS	431233089103201	1992-05-12	39.95	A
USGS	431233089103201	1992-05-13	39.99	A
USGS	431233089103201	1992-05-14	39.99	A
USGS	431233089103201	1992-05-15	39.99	A
USGS	431233089103201	1992-05-16	40.02	A
USGS	431233089103201	1992-05-17	40.08	A
USGS	431233089103201	1992-05-18	40.10	A
USGS	431233089103201	1992-05-19	40.09	A
USGS	431233089103201	1992-05-20	40.12	A
USGS	431233089103201	1992-05-21	40.13	A
USGS	431233089103201	1992-05-22	40.14	A
USGS	431233089103201	1992-05-23	40.23	A
USGS	431233089103201	1992-05-24	40.23	A
USGS	431233089103201	1992-05-25	40.21	A
USGS	431233089103201	1992-05-26	40.24	A
USGS	431233089103201	1992-05-27	40.27	A
USGS	431233089103201	1992-05-28	40.30	A
USGS	431233089103201	1992-05-29	40.32	A
USGS	431233089103201	1992-05-30	40.36	A
USGS	431233089103201	1992-05-31	40.40	A
USGS	431233089103201	1992-06-01	40.42	A
USGS	431233089103201	1992-06-02	40.43	A
USGS	431233089103201	1992-06-03	40.44	A
USGS	431233089103201	1992-06-04	40.48	A
USGS	431233089103201	1992-06-05	40.53	A
USGS	431233089103201	1992-06-06	40.58	A
USGS	431233089103201	1992-06-07	40.64	A
USGS	431233089103201	1992-06-08	40.66	A
USGS	431233089103201	1992-06-09	40.68	A
USGS	431233089103201	1992-06-10	40.71	A
USGS	431233089103201	1992-06-11	40.74	A
USGS	431233089103201	1992-06-12	40.74	A
USGS	431233089103201	1992-06-13	40.80	A
USGS	431233089103201	1992-06-14	40.85	A
USGS	431233089103201	1992-06-15	40.87	A
USGS	431233089103201	1992-06-16	40.88	A
USGS	431233089103201	1992-06-17	40.84	A
USGS	431233089103201	1992-06-18	40.86	A
USGS	431233089103201	1992-06-19	40.87	A
USGS	431233089103201	1992-06-20	40.87	A
USGS	431233089103201	1992-06-21	40.89	A
USGS	431233089103201	1992-06-22	40.87	A
USGS	431233089103201	1992-06-23	40.86	A
USGS	431233089103201	1992-06-24	40.90	A
USGS	431233089103201	1992-06-25	40.95	A
USGS	431233089103201	1992-06-26	40.98	A
USGS	431233089103201	1992-06-27	41.00	A
USGS	431233089103201	1992-06-28	41.02	A
USGS	431233089103201	1992-06-29	41.05	A
USGS	431233089103201	1992-06-30	41.08	A
USGS	431233089103201	1992-07-01	41.10	A
USGS	431233089103201	1992-07-02	41.14	A
USGS	431233089103201	1992-07-03	41.18	A
USGS	431233089103201	1992-07-04	41.20	A
USGS	431233089103201	1992-07-05	41.22	A
USGS	431233089103201	1992-07-06	41.25	A
USGS	431233089103201	1992-07-07	41.26	A
USGS	431233089103201	1992-07-08	41.26	A
USGS	431233089103201	1992-07-09	41.25	A
USGS	431233089103201	1992-07-10	41.19	A
USGS	431233089103201	1992-07-11	41.20	A
USGS	431233089103201	1992-07-12	41.18	A
USGS	431233089103201	1992-07-13	41.17	A
USGS	431233089103201	1992-07-14	41.00	A
USGS	431233089103201	1992-07-15	40.71	A
USGS	431233089103201	1992-07-16	40.58	A
USGS	431233089103201	1992-07-17	40.52	A
USGS	431233089103201	1992-07-18	40.53	A
USGS	431233089103201	1992-07-19	40.53	A
USGS	431233089103201	1992-07-20	40.54	A
USGS	431233089103201	1992-07-21	40.54	A
USGS	431233089103201	1992-07-22	40.52	A
USGS	431233089103201	1992-07-23	40.52	A
USGS	431233089103201	1992-07-24	40.53	A
USGS	431233089103201	1992-07-25	40.52	A
USGS	431233089103201	1992-07-26	40.53	A
USGS	431233089103201	1992-07-27	40.57	A
USGS	431233089103201	1992-07-28	40.60	A
USGS	431233089103201	1992-07-29	40.64	A
USGS	431233089103201	1992-07-30	40.68	A
USGS	431233089103201	1992-07-31	40.71	A
USGS	431233089103201	1992-08-01	40.72	A
USGS	431233089103201	1992-08-02	40.77	A
USGS	431233089103201	1992-08-03	40.81	A
USGS	431233089103201	1992-08-04	40.86	A
USGS	431233089103201	1992-08-05	40.89	A
USGS	431233089103201	1992-08-06	40.91	A
USGS	431233089103201	1992-08-07	40.91	A
USGS	431233089103201	1992-08-08	40.94	A
USGS	431233089103201	1992-08-09	40.95	A
USGS	431233089103201	1992-08-10	40.99	A
USGS	431233089103201	1992-08-11	41.02	A
USGS	431233089103201	1992-08-12	41.05	A
USGS	431233089103201	1992-08-13	41.07	A
USGS	431233089103201	1992-08-14	41.09	A
USGS	431233089103201	1992-08-15	41.10	A
USGS	431233089103201	1992-08-16	41.10	A
USGS	431233089103201	1992-08-17	41.11	A
USGS	431233089103201	1992-08-18	41.14	A
USGS	431233089103201	1992-08-19	41.17	A
USGS	431233089103201	1992-08-20	41.20	A
USGS	431233089103201	1992-08-21	41.23	A
USGS	431233089103201	1992-08-22	41.24	A
USGS	431233089103201	1992-08-23	41.26	A
USGS	431233089103201	1992-08-24	41.29	A
USGS	431233089103201	1992-08-25	41.31	A
USGS	431233089103201	1992-08-26	41.34	A
USGS	431233089103201	1992-08-27	41.32	A
USGS	431233089103201	1992-08-28	41.29	A
USGS	431233089103201	1992-08-29	41.29	A
USGS	431233089103201	1992-08-30	41.33	A
USGS	431233089103201	1992-08-31	41.36	A
USGS	431233089103201	1992-09-01	41.36	A
USGS	431233089103201	1992-09-02	41.34	A
USGS	431233089103201	1992-09-03	41.40	A
USGS	431233089103201	1992-09-04	41.41	A
USGS	431233089103201	1992-09-05	41.38	A
USGS	431233089103201	1992-09-06	41.41	A
USGS	431233089103201	1992-09-07	41.39	A
USGS	431233089103201	1992-09-08	41.34	A
USGS	431233089103201	1992-09-09	41.33	A
USGS	431233089103201	1992-09-10	41.24	A
USGS	431233089103201	1992-09-11	41.21	A
USGS	431233089103201	1992-09-12	41.14	A
USGS	431233089103201	1992-09-13	41.08	A
USGS	431233089103201	1992-09-14	41.09	A
USGS	431233089103201	1992-09-15	41.09	A
USGS	431233089103201	1992-09-16	41.06	A
USGS	431233089103201	1992-09-17	40.96	A
USGS	431233089103201	1992-09-18	40.71	A
USGS	431233089103201	1992-09-19	40.55	A
USGS	431233089103201	1992-09-20	40.34	A
USGS	431233089103201	1992-09-21	40.21	A
USGS	431233089103201	1992-09-22	40.21	A
USGS	431233089103201	1992-09-23	40.21	A
USGS	431233089103201	1992-09-24	40.18	A
USGS	431233089103201	1992-09-25	40.17	A
USGS	431233089103201	1992-09-26	40.17	A
USGS	431233089103201	1992-09-27	40.20	A
USGS	431233089103201	1992-09-28	40.22	A
USGS	431233089103201	1992-09-29	40.22	A
USGS	431233089103201	1992-09-30	40.20	A
USGS	431233089103201	1992-10-01	40.19	A
USGS	431233089103201	1992-10-02	40.18	A
USGS	431233089103201	1992-10-03	40.24	A
USGS	431233089103201	1992-10-04	40.29	A
USGS	431233089103201	1992-10-05	40.31	A
USGS	431233089103201	1992-10-06	40.30	A
USGS	431233089103201	1992-10-07	40.29	A
USGS	431233089103201	1992-10-08	40.28	A
USGS	431233089103201	1992-10-09	40.33	A
USGS	431233089103201	1992-10-10	40.37	A
USGS	431233089103201	1992-10-11	40.39	A
USGS	431233089103201	1992-10-12	40.41	A
USGS	431233089103201	1992-10-13	40.43	A
USGS	431233089103201	1992-10-14	40.48	A
USGS	431233089103201	1992-10-15	40.50	A
USGS	431233089103201	1992-10-16	40.56	A
USGS	431233089103201	1992-10-17	40.56	A
USGS	431233089103201	1992-10-18	40.57	A
USGS	431233089103201	1992-10-19	40.59	A
USGS	431233089103201	1992-10-20	40.60	A
USGS	431233089103201	1992-10-21	40.64	A
USGS	431233089103201	1992-10-22	40.63	A
USGS	431233089103201	1992-10-23	40.61	A
USGS	431233089103201	1992-10-24	40.64	A
USGS	431233089103201	1992-10-25	40.64	A
USGS	431233089103201	1992-10-26	40.69	A
USGS	431233089103201	1992-10-27	40.69	A
USGS	431233089103201	1992-10-28	40.73	A
USGS	431233089103201	1992-10-29	40.77	A
USGS	431233089103201	1992-10-30	40.79	A
USGS	431233089103201	1992-10-31	40.82	A
USGS	431233089103201	1992-11-01	40.80	A
USGS	431233089103201	1992-11-02	40.71	A
USGS	431233089103201	1992-11-03	40.76	A
USGS	431233089103201	1992-11-04	40.73	A
USGS	431233089103201	1992-11-05	40.75	A
USGS	431233089103201	1992-11-06	40.78	A
USGS	431233089103201	1992-11-07	40.76	A
USGS	431233089103201	1992-11-08	40.76	A
USGS	431233089103201	1992-11-09	40.76	A
USGS	431233089103201	1992-11-10	40.82	A
USGS	431233089103201	1992-11-11	40.83	A
USGS	431233089103201	1992-11-12	40.78	A
USGS	431233089103201	1992-11-13	40.85	A
USGS	431233089103201	1992-11-14	40.88	A
USGS	431233089103201	1992-11-15	40.90	A
USGS	431233089103201	1992-11-16	40.89	A
USGS	431233089103201	1992-11-17	40.94	A
USGS	431233089103201	1992-11-18	40.96	A
USGS	431233089103201	1992-11-19	40.97	A
USGS	431233089103201	1992-11-20	40.91	A
USGS	431233089103201	1992-11-21	40.83	A
USGS	431233089103201	1992-11-22	40.60	A
USGS	431233089103201	1992-11-23	40.35	A
USGS	431233089103201	1992-11-24	40.25	A
USGS	431233089103201	1992-11-25	40.16	A
USGS	431233089103201	1992-11-26	40.07	A
USGS	431233089103201	1992-11-27	40.05	A
USGS	431233089103201	1992-11-28	40.01	A
USGS	431233089103201	1992-11-29	39.98	A
USGS	431233089103201	1992-11-30	39.96	A
USGS	431233089103201	1992-12-01	39.95	A
USGS	431233089103201	1992-12-02	40.04	A
USGS	431233089103201	1992-12-03	40.04	A
USGS	431233089103201	1992-12-04	40.06	A
USGS	431233089103201	1992-12-05	40.09	A
USGS	431233089103201	1992-12-06	40.03	A
USGS	431233089103201	1992-12-07	40.09	A
USGS	431233089103201	1992-12-08	40.10	A
USGS	431233089103201	1992-12-09	40.09	A
USGS	431233089103201	1992-12-10	40.13	A
USGS	431233089103201	1992-12-11	40.17	A
USGS	431233089103201	1992-12-12	40.21	A
USGS	431233089103201	1992-12-13	40.21	A
USGS	431233089103201	1992-12-14	40.20	A
USGS	431233089103201	1992-12-15	40.12	A
USGS	431233089103201	1992-12-16	40.10	A
USGS	431233089103201	1992-12-17	39.90	A
USGS	431233089103201	1992-12-18	39.79	A
USGS	431233089103201	1992-12-19	39.68	A
USGS	431233089103201	1992-12-20	39.66	A
USGS	431233089103201	1992-12-21	39.60	A
USGS	431233089103201	1992-12-22	39.60	A
USGS	431233089103201	1992-12-23	39.64	A
USGS	431233089103201	1992-12-24	39.64	A
USGS	431233089103201	1992-12-25	39.62	A
USGS	431233089103201	1992-12-26	39.64	A
USGS	431233089103201	1992-12-27	39.60	A
USGS	431233089103201	1992-12-28	39.62	A
USGS	431233089103201	1992-12-29	39.58	A
USGS	431233089103201	1992-12-30	39.56	A
USGS	431233089103201	1992-12-31	39.53	A
USGS	431233089103201	1993-01-01	39.53	A
USGS	431233089103201	1993-01-02	39.47	A
USGS	431233089103201	1993-01-03	39.42	A
USGS	431233089103201	1993-01-04	39.41	A
USGS	431233089103201	1993-01-05	39.36	A
USGS	431233089103201	1993-01-06	39.30	A
USGS	431233089103201	1993-01-07	39.29	A
USGS	431233089103201	1993-01-08	39.33	A
USGS	431233089103201	1993-01-09	39.38	A
USGS	431233089103201	1993-01-10	39.41	A
USGS	431233089103201	1993-01-11	39.42	A
USGS	431233089103201	1993-01-12	39.40	A
USGS	431233089103201	1993-01-13	39.52	A
USGS	431233089103201	1993-01-14	39.54	A
USGS	431233089103201	1993-01-15	39.55	A
USGS	431233089103201	1993-01-16	39.54	A
USGS	431233089103201	1993-01-17	39.71	A
USGS	431233089103201	1993-01-18	39.75	A
USGS	431233089103201	1993-01-19	39.78	A
USGS	431233089103201	1993-01-20	39.75	A
USGS	431233089103201	1993-01-21	39.69	A
USGS	431233089103201	1993-01-22	39.74	A
USGS	431233089103201	1993-01-23	39.69	A
USGS	431233089103201	1993-01-24	39.58	A
USGS	431233089103201	1993-01-25	39.57	A
USGS	431233089103201	1993-01-26	39.54	A
USGS	431233089103201	1993-01-27	39.59	A
USGS	431233089103201	1993-01-28	39.74	A
USGS	431233089103201	1993-01-29	39.78	A
USGS	431233089103201	1993-01-30	39.72	A
USGS	431233089103201	1993-01-31	39.84	A
USGS	431233089103201	1993-02-01	39.92	A
USGS	431233089103201	1993-02-02	39.92	A
USGS	431233089103201	1993-02-03	40.00	A
USGS	431233089103201	1993-02-04	40.02	A
USGS	431233089103201	1993-02-05	40.01	A
USGS	431233089103201	1993-02-06	40.05	A
USGS	431233089103201	1993-02-07	40.07	A
USGS	431233089103201	1993-02-08	40.11	A
USGS	431233089103201	1993-02-09	40.12	A
USGS	431233089103201	1993-02-10	40.19	A
USGS	431233089103201	1993-02-11	40.19	A
USGS	431233089103201	1993-02-12	40.17	A
USGS	431233089103201	1993-02-13	40.22	A
USGS	431233089103201	1993-02-14	40.28	A
USGS	431233089103201	1993-02-15	40.31	A
USGS	431233089103201	1993-02-16	40.35	A
USGS	431233089103201	1993-02-17	40.37	A
USGS	431233089103201	1993-02-18	40.37	A
USGS	431233089103201	1993-02-19	40.39	A
USGS	431233089103201	1993-02-20	40.42	A
USGS	431233089103201	1993-02-21	40.45	A
USGS	431233089103201	1993-02-22	40.52	A
USGS	431233089103201	1993-02-23	40.56	A
USGS	431233089103201	1993-02-24	40.59	A
USGS	431233089103201	1993-02-25	40.60	A
USGS	431233089103201	1993-02-26	40.63	A
USGS	431233089103201	1993-02-27	40.64	A
USGS	431233089103201	1993-02-28	40.64	A
USGS	431233089103201	1993-03-01	40.65	A
USGS	431233089103201	1993-03-02	40.67	A
USGS	431233089103201	1993-03-03	40.69	A
USGS	431233089103201	1993-03-04	40.69	A
USGS	431233089103201	1993-03-05	40.66	A
USGS	431233089103201	1993-03-06	40.57	A
USGS	431233089103201	1993-03-07	40.45	A
USGS	431233089103201	1993-03-08	40.39	A
USGS	431233089103201	1993-03-09	40.39	A
USGS	431233089103201	1993-03-10	40.38	A
USGS	431233089103201	1993-03-11	40.44	A
USGS	431233089103201	1993-03-12	40.45	A
USGS	431233089103201	1993-03-13	40.46	A
USGS	431233089103201	1993-03-14	40.54	A
USGS	431233089103201	1993-03-15	40.54	A
USGS	431233089103201	1993-03-16	40.68	A
USGS	431233089103201	1993-03-17	40.69	A
USGS	431233089103201	1993-03-18	40.58	A
USGS	431233089103201	1993-03-19	40.48	A
USGS	431233089103201	1993-03-20	40.54	A
USGS	431233089103201	1993-03-21	40.60	A
USGS	431233089103201	1993-03-22	40.62	A
USGS	431233089103201	1993-03-23	40.60	A
USGS	431233089103201	1993-03-24	40.61	A
USGS	431233089103201	1993-03-25	40.56	A
USGS	431233089103201	1993-03-26	40.42	A
USGS	431233089103201	1993-03-27	40.34	A
USGS	431233089103201	1993-03-28	40.28	A
USGS	431233089103201	1993-03-29	40.21	A
USGS	431233089103201	1993-03-30	40.15	A
USGS	431233089103201	1993-03-31	40.08	A
USGS	431233089103201	1993-04-01	40.02	A
USGS	431233089103201	1993-04-02	39.96	A
USGS	431233089103201	1993-04-03	39.93	A
USGS	431233089103201	1993-04-04	39.90	A
USGS	431233089103201	1993-04-05	39.84	A
USGS	431233089103201	1993-04-06	39.80	A
USGS	431233089103201	1993-04-07	39.75	A
USGS	431233089103201	1993-04-08	39.67	A
USGS	431233089103201	1993-04-09	39.59	A
USGS	431233089103201	1993-04-10	39.56	A
USGS	431233089103201	1993-04-11	39.50	A
USGS	431233089103201	1993-04-12	39.50	A
USGS	431233089103201	1993-04-13	39.43	A
USGS	431233089103201	1993-04-14	39.36	A
USGS	431233089103201	1993-04-15	39.29	A
USGS	431233089103201	1993-04-16	39.11	A
USGS	431233089103201	1993-04-17	38.84	A
USGS	431233089103201	1993-04-18	38.56	A
USGS	431233089103201	1993-04-19	38.27	A
USGS	431233089103201	1993-04-20	38.00	A
USGS	431233089103201	1993-04-21	37.60	A
USGS	431233089103201	1993-04-22	37.08	A
USGS	431233089103201	1993-04-23	36.66	A
USGS	431233089103201	1993-04-24	36.31	A
USGS	431233089103201	1993-04-25	36.28	A
USGS	431233089103201	1993-04-26	36.27	A
USGS	431233089103201	1993-04-27	36.18	A
USGS	431233089103201	1993-04-28	36.16	A
USGS	431233089103201	1993-04-29	36.17	A
USGS	431233089103201	1993-04-30	36.27	A
USGS	431233089103201	1993-05-01	36.30	A
USGS	431233089103201	1993-05-02	36.30	A
USGS	431233089103201	1993-05-03	36.31	A
USGS	431233089103201	1993-05-04	36.39	A
USGS	431233089103201	1993-05-05	36.50	A
USGS	431233089103201	1993-05-06	36.51	A
USGS	431233089103201	1993-05-07	36.52	A
USGS	431233089103201	1993-05-08	36.53	A
USGS	431233089103201	1993-05-09	36.57	A
USGS	431233089103201	1993-05-10	36.63	A
USGS	431233089103201	1993-05-11	36.65	A
USGS	431233089103201	1993-05-12	36.69	A
USGS	431233089103201	1993-05-13	36.70	A
USGS	431233089103201	1993-05-14	36.71	A
USGS	431233089103201	1993-05-15	36.85	A
USGS	431233089103201	1993-05-16	36.90	A
USGS	431233089103201	1993-05-17	36.93	A
USGS	431233089103201	1993-05-18	37.04	A
USGS	431233089103201	1993-05-19	37.08	A
USGS	431233089103201	1993-05-20	37.13	A
USGS	431233089103201	1993-05-21	37.19	A
USGS	431233089103201	1993-05-22	37.22	A
USGS	431233089103201	1993-05-23	37.22	A
USGS	431233089103201	1993-05-24	37.36	A
USGS	431233089103201	1993-05-25	37.41	A
USGS	431233089103201	1993-05-26	37.43	A
USGS	431233089103201	1993-05-27	37.43	A
USGS	431233089103201	1993-05-28	37.54	A
USGS	431233089103201	1993-05-29	37.56	A
USGS	431233089103201	1993-05-30	37.51	A
USGS	431233089103201	1993-05-31	37.56	A
USGS	431233089103201	1993-06-01	37.56	A
USGS	431233089103201	1993-06-02	37.56	A
USGS	431233089103201	1993-06-03	37.61	A
USGS	431233089103201	1993-06-04	37.62	A
USGS	431233089103201	1993-06-05	37.68	A
USGS	431233089103201	1993-06-06	37.69	A
USGS	431233089103201	1993-06-07	37.74	A
USGS	431233089103201	1993-06-08	37.49	A
USGS	431233089103201	1993-06-09	37.27	A
USGS	431233089103201	1993-06-10	37.26	A
USGS	431233089103201	1993-06-11	37.26	A
USGS	431233089103201	1993-06-12	37.24	A
USGS	431233089103201	1993-06-13	37.23	A
USGS	431233089103201	1993-06-14	37.24	A
USGS	431233089103201	1993-06-15	37.20	A
USGS	431233089103201	1993-06-16	37.22	A
USGS	431233089103201	1993-06-17	37.23	A
USGS	431233089103201	1993-06-18	37.21	A
USGS	431233089103201	1993-06-19	37.16	A
USGS	431233089103201	1993-06-20	37.14	A
USGS	431233089103201	1993-06-21	37.18	A
USGS	431233089103201	1993-06-22	37.22	A
USGS	431233089103201	1993-06-23	37.23	A
USGS	431233089103201	1993-06-24	37.26	A
USGS	431233089103201	1993-06-25	37.31	A
USGS	431233089103201	1993-06-26	37.31	A
USGS	431233089103201	1993-06-27	37.36	A
USGS	431233089103201	1993-06-28	37.48	A
USGS	431233089103201	1993-06-29	37.49	A
USGS	431233089103201	1993-06-30	37.52	A
USGS	431233089103201	1993-07-01	37.50	A
USGS	431233089103201	1993-07-02	37.50	A
USGS	431233089103201	1993-07-03	37.53	A
USGS	431233089103201	1993-07-04	37.57	A
USGS	431233089103201	1993-07-05	37.57	A
USGS	431233089103201	1993-07-06	37.40	A
USGS	431233089103201	1993-07-07	36.84	A
USGS	431233089103201	1993-07-08	36.62	A
USGS	431233089103201	1993-07-09	36.51	A
USGS	431233089103201	1993-07-10	36.19	A
USGS	431233089103201	1993-07-11	35.98	A
USGS	431233089103201	1993-07-12	35.79	A
USGS	431233089103201	1993-07-13	35.69	A
USGS	431233089103201	1993-07-14	35.64	A
USGS	431233089103201	1993-07-15	35.64	A
USGS	431233089103201	1993-07-16	35.63	A
USGS	431233089103201	1993-07-17	35.66	A
USGS	431233089103201	1993-07-18	35.72	A
USGS	431233089103201	1993-07-19	35.80	A
USGS	431233089103201	1993-07-20	35.88	A
USGS	431233089103201	1993-07-21	35.98	A
USGS	431233089103201	1993-07-22	36.03	A
USGS	431233089103201	1993-07-23	36.10	A
USGS	431233089103201	1993-07-24	36.18	A
USGS	431233089103201	1993-07-25	36.22	A
USGS	431233089103201	1993-07-26	36.29	A
USGS	431233089103201	1993-07-27	36.37	A
USGS	431233089103201	1993-07-28	36.39	A
USGS	431233089103201	1993-07-29	36.50	A
USGS	431233089103201	1993-07-30	36.55	A
USGS	431233089103201	1993-07-31	36.57	A
USGS	431233089103201	1993-08-01	36.62	A
USGS	431233089103201	1993-08-02	36.71	A
USGS	431233089103201	1993-08-03	36.82	A
USGS	431233089103201	1993-08-04	36.87	A
USGS	431233089103201	1993-08-05	36.88	A
USGS	431233089103201	1993-08-06	36.96	A
USGS	431233089103201	1993-08-07	37.05	A
USGS	431233089103201	1993-08-08	37.10	A
USGS	431233089103201	1993-08-09	37.18	A
USGS	431233089103201	1993-08-10	37.12	A
USGS	431233089103201	1993-08-11	37.15	A
USGS	431233089103201	1993-08-12	37.21	A
USGS	431233089103201	1993-08-13	37.27	A
USGS	431233089103201	1993-08-14	37.30	A
USGS	431233089103201	1993-08-15	37.33	A
USGS	431233089103201	1993-08-16	37.22	A
USGS	431233089103201	1993-08-17	37.20	A
USGS	431233089103201	1993-08-18	37.23	A
USGS	431233089103201	1993-08-19	37.24	A
USGS	431233089103201	1993-08-20	37.34	A
USGS	431233089103201	1993-08-21	37.36	A
USGS	431233089103201	1993-08-22	37.35	A
USGS	431233089103201	1993-08-23	37.41	A
USGS	431233089103201	1993-08-24	37.49	A
USGS	431233089103201	1993-08-25	37.52	A
USGS	431233089103201	1993-08-26	37.55	A
USGS	431233089103201	1993-08-27	37.61	A
USGS	431233089103201	1993-08-28	37.63	A
USGS	431233089103201	1993-08-29	37.66	A
USGS	431233089103201	1993-08-30	37.68	A
USGS	431233089103201	1993-08-31	37.74	A
USGS	431233089103201	1993-09-01	37.74	A
USGS	431233089103201	1993-09-02	37.75	A
USGS	431233089103201	1993-09-03	37.82	A
USGS	431233089103201	1993-09-04	37.85	A
USGS	431233089103201	1993-09-05	37.91	A
USGS	431233089103201	1993-09-06	37.95	A
USGS	431233089103201	1993-09-07	37.97	A
USGS	431233089103201	1993-09-08	37.98	A
USGS	431233089103201	1993-09-09	38.06	A
USGS	431233089103201	1993-09-10	38.12	A
USGS	431233089103201	1993-09-11	38.13	A
USGS	431233089103201	1993-09-12	38.16	A
USGS	431233089103201	1993-09-13	38.20	A
USGS	431233089103201	1993-09-14	38.13	A
USGS	431233089103201	1993-09-15	38.01	A
USGS	431233089103201	1993-09-16	37.86	A
USGS	431233089103201	1993-09-17	37.75	A
USGS	431233089103201	1993-09-18	37.74	A
USGS	431233089103201	1993-09-19	37.77	A
USGS	431233089103201	1993-09-20	37.75	A
USGS	431233089103201	1993-09-21	37.83	A
USGS	431233089103201	1993-09-22	37.84	A
USGS	431233089103201	1993-09-23	37.92	A
USGS	431233089103201	1993-09-24	37.93	A
USGS	431233089103201	1993-09-25	37.91	A
USGS	431233089103201	1993-09-26	37.94	A
USGS	431233089103201	1993-09-27	37.95	A
USGS	431233089103201	1993-09-28	38.08	A
USGS	431233089103201	1993-09-29	38.11	A
USGS	431233089103201	1993-09-30	38.11	A
USGS	431233089103201	1993-10-01	38.13	A
USGS	431233089103201	1993-10-02	38.19	A
USGS	431233089103201	1993-10-03	38.16	A
USGS	431233089103201	1993-10-04	38.29	A
USGS	431233089103201	1993-10-05	38.32	A
USGS	431233089103201	1993-10-06	38.30	A
USGS	431233089103201	1993-10-07	38.33	A
USGS	431233089103201	1993-10-08	38.37	A
USGS	431233089103201	1993-10-09	38.44	A
USGS	431233089103201	1993-10-10	38.44	A
USGS	431233089103201	1993-10-11	38.42	A
USGS	431233089103201	1993-10-12	38.49	A
USGS	431233089103201	1993-10-13	38.52	A
USGS	431233089103201	1993-10-14	38.52	A
USGS	431233089103201	1993-10-15	38.53	A
USGS	431233089103201	1993-10-16	38.54	A
USGS	431233089103201	1993-10-17	38.60	A
USGS	431233089103201	1993-10-18	38.65	A
USGS	431233089103201	1993-10-19	38.67	A
USGS	431233089103201	1993-10-20	38.67	A
USGS	431233089103201	1993-10-21	38.75	A
USGS	431233089103201	1993-10-22	38.76	A
USGS	431233089103201	1993-10-23	38.75	A
USGS	431233089103201	1993-10-24	38.77	A
USGS	431233089103201	1993-10-25	38.78	A
USGS	431233089103201	1993-10-26	38.86	A
USGS	431233089103201	1993-10-27	38.86	A
USGS	431233089103201	1993-10-28	38.88	A
USGS	431233089103201	1993-10-29	38.96	A
USGS	431233089103201	1993-10-30	38.97	A
USGS	431233089103201	1993-10-31	39.02	A
USGS	431233089103201	1993-11-01	39.06	A
USGS	431233089103201	1993-11-02	39.06	A
USGS	431233089103201	1993-11-03	39.04	A
USGS	431233089103201	1993-11-04	39.06	A
USGS	431233089103201	1993-11-05	39.18	A
USGS	431233089103201	1993-11-06	39.19	A
USGS	431233089103201	1993-11-07	39.22	A
USGS	431233089103201	1993-11-08	39.28	A
USGS	431233089103201	1993-11-09	39.31	A
USGS	431233089103201	1993-11-10	39.32	A
USGS	431233089103201	1993-11-11	39.36	A
USGS	431233089103201	1993-11-12	39.37	A
USGS	431233089103201	1993-11-13	39.42	A
USGS	431233089103201	1993-11-14	39.44	A
USGS	431233089103201	1993-11-15	39.49	A
USGS	431233089103201	1993-11-16	39.49	A
USGS	431233089103201	1993-11-17	39.54	A
USGS	431233089103201	1993-11-18	39.54	A
USGS	431233089103201	1993-11-19	39.57	A
USGS	431233089103201	1993-11-20	39.58	A
USGS	431233089103201	1993-11-21	39.64	A
USGS	431233089103201	1993-11-22	39.68	A
USGS	431233089103201	1993-11-23	39.69	A
USGS	431233089103201	1993-11-24	39.74	A
