Daily Date,M6888_Rain_inpd,OH515_EPT_mmpd,TA613_AIRT_MIN_C,TA613_AIRT_Max_C
7/16/2004,0.02,4.11,23.56,31.8
7/17/2004,0.23,3.36,23.18,31.29
7/18/2004,0.06,4.49,24.11,31.83
7/19/2004,0.59,3.74,23.38,31.42
7/20/2004,0.14,3.36,22.72,29.62
7/21/2004,0.17,3.93,23.05,32
7/22/2004,0,5.05,23.71,32.94
7/23/2004,0.02,4.3,23.78,32.74
7/24/2004,0.08,4.11,24.11,33.27
7/25/2004,0.13,2.62,24.18,30.01
7/26/2004,2.47,3.74,22.91,33
7/27/2004,0.34,4.3,23.64,31.6
7/28/2004,0.02,4.11,23.58,30.4
7/29/2004,0.08,3.36,23.78,30.22
7/30/2004,1.39,2.99,24.58,30.16
7/31/2004,0.19,4.49,23.75,31.88
8/1/2004,0.89,2.8,23.58,31.62
8/2/2004,0.09,2.8,23.38,30.75
8/3/2004,1.36,2.43,23.31,29.3
8/4/2004,0,4.86,24.31,32.08
8/5/2004,0.88,2.8,23.8,31.22
8/6/2004,0.26,3.55,24.55,29.76
8/7/2004,0.03,2.8,25.45,28.82
8/8/2004,0.18,4.11,25.72,31.89
8/9/2004,0,4.67,25.99,32.55
8/10/2004,0,5.05,26.32,34.2
8/11/2004,0.25,3.55,25.45,33.68
8/12/2004,0.03,4.49,23.62,33.61
8/13/2004,0.07,2.06,23.32,30.76
8/14/2004,0.47,4.67,24.38,32.55
8/15/2004,0.12,4.49,24.65,32.07
8/16/2004,0.02,3.74,25.84,32.81
8/17/2004,0.88,2.43,23.67,32.21
8/18/2004,0.01,3.74,25.25,32.08
8/19/2004,0.03,3.18,26.25,32.73
8/20/2004,0.8,2.24,24.47,32.08
8/21/2004,0.01,3.74,24.89,32.94
8/22/2004,0,4.11,25.18,32.2
8/23/2004,0.08,3.36,25.05,31.07
8/24/2004,0.02,4.11,25.32,32.74
8/25/2004,0.15,2.06,24.58,30.55
8/26/2004,0.54,4.11,24.94,33.14
8/27/2004,1.21,3.55,23.74,33.2
8/28/2004,0.14,5.23,25.42,34.26
8/29/2004,0.7,5.05,25.05,34
8/30/2004,0.2,3.55,26.34,33.14
8/31/2004,0.24,3.93,25.3,33.87
9/1/2004,0.35,3.55,23.91,33.02
9/2/2004,0.04,5.05,26.71,32.74
9/3/2004,0.24,3.36,23.8,30.89
9/4/2004,0.57,1.68,23.72,28.31
9/5/2004,0.74,1.31,24.51,28.58
9/6/2004,0.24,3.55,25.48,30.76
9/7/2004,0.07,3.18,25.85,30.96
9/8/2004,0.04,3.18,25.58,31.82
9/9/2004,0,4.67,25.85,32.08
9/10/2004,,4.86,26.45,31.62
9/11/2004,,3.36,26.39,31.29
9/12/2004,,4.3,26.52,31.43
9/13/2004,,2.24,26.7,29.82
9/14/2004,,2.06,26.5,29.95
9/15/2004,0.23,3.36,26.44,32.08
9/16/2004,0,4.49,26.71,33.14
9/17/2004,0,4.86,26.31,32.93
9/18/2004,1.08,4.11,24.56,32.99
9/19/2004,0.02,3.18,25.71,31.02
9/20/2004,0,2.8,23.84,27.96
9/21/2004,0.18,2.99,23.58,30.76
9/22/2004,0.18,1.68,24.03,27.06
9/23/2004,0,4.3,23.65,30.16
9/24/2004,0,4.3,23.52,30.16
9/25/2004,0.3,1.87,23.45,27.83
9/26/2004,1.27,3.18,24.58,29.56
9/27/2004,0.01,4.67,25.52,30.69
9/28/2004,0.18,3.36,25.85,30.15
9/29/2004,0.05,4.49,24.71,31.28
9/30/2004,0,4.67,26.05,31.81
10/1/2004,0,4.67,25.79,30.95
10/2/2004,0,4.11,25.65,30.49
10/3/2004,0,4.67,25.45,30.42
10/4/2004,0,3.55,25.38,30.81
10/5/2004,0,3.93,25.85,30.75
10/6/2004,0.02,3.74,25.24,30.82
10/7/2004,0.08,3.93,23.91,29.36
10/8/2004,0,4.11,24.85,29.49
10/9/2004,0,4.3,24.45,29.55
10/10/2004,0,3.18,24.58,29.75
10/11/2004,0.01,1.68,25.25,28.96
10/12/2004,0.1,3.18,23.58,29.15
10/13/2004,0,4.67,23.65,30.09
10/14/2004,0,3.93,24.25,29.42
10/15/2004,0.45,2.62,22.06,29.69
10/16/2004,0,3.93,19.2,24.25
10/17/2004,0,4.49,20.86,28.95
10/18/2004,0,3.55,23.45,29.49
10/19/2004,0.03,1.68,24.58,29.42
10/20/2004,0.41,3.36,21.58,31.41
10/21/2004,0,3.74,23.19,29.42
10/22/2004,0,3.55,23.19,28.55
10/23/2004,0,4.11,21.79,28.22
10/24/2004,0,4.11,22.45,28.08
10/25/2004,0,3.74,22.06,28.42
10/26/2004,0,3.74,21.99,27.82
10/27/2004,0,3.74,22.46,27.76
10/28/2004,0,3.55,21.46,26.9
10/29/2004,0,2.8,22.13,27.49
10/30/2004,0,3.74,22.13,28.16
10/31/2004,0,2.99,22.59,28.69
11/1/2004,0.17,2.62,23.18,28.42
11/2/2004,0,2.62,23.26,28.69
11/3/2004,0,3.55,23.65,29.88
11/4/2004,0,3.93,23.39,29.15
11/5/2004,0,2.24,21.46,27.22
11/6/2004,0,2.43,18.93,25.17
11/7/2004,0,3.55,19.79,26.89
11/8/2004,0,3.74,18.8,25.69
11/9/2004,0,3.55,18.8,27.09
11/10/2004,0,2.8,21.79,25.7
11/11/2004,0,3.36,20.59,26.7
11/12/2004,0,3.36,20.65,27.69
11/13/2004,0,3.55,20.18,28.42
11/14/2004,0.04,1.68,20.85,25.12
11/15/2004,0,2.8,20.59,25.24
11/16/2004,0,3.18,19.47,25.76
11/17/2004,0,2.8,17.53,24.3
11/18/2004,0,1.68,19.27,27.03
11/19/2004,0,3.93,19.41,27.08
11/20/2004,0,3.36,20.07,27.09
11/21/2004,0,3.18,20.47,28.66
11/22/2004,0,2.24,21.45,27.88
11/23/2004,0,3.55,21.65,28.33
11/24/2004,0,2.99,22.36,29.05
11/25/2004,0.26,2.06,19.08,27.68
11/26/2004,0,3.74,15.33,23.07
11/27/2004,0.02,2.62,19.01,27.49
11/28/2004,0.01,3.55,20.6,27.47
11/29/2004,0,3.18,18.68,26.56
11/30/2004,0,2.06,20.27,26.5
12/1/2004,0,2.43,21.51,27.21
12/2/2004,0,3.18,19.67,27.87
12/3/2004,0,3.36,18.68,25.05
12/4/2004,0,2.99,17.1,25.18
12/5/2004,0,2.8,17.76,27.1
12/6/2004,0,3.18,20,28.13
12/7/2004,0,2.62,21.7,28.86
12/8/2004,0,2.99,22.3,28.99
12/9/2004,0,2.62,22.89,28.59
12/10/2004,0,2.99,23.09,28.39
12/11/2004,0,2.62,17.16,25.64
12/12/2004,0,3.36,12.57,19.72
12/13/2004,0,3.55,13.89,23.2
12/14/2004,0,2.06,11.31,23.67
12/15/2004,0,3.18,7.43,18.61
12/16/2004,0,2.99,10.72,22.23
12/17/2004,0,1.31,15.13,19.47
12/18/2004,0,2.8,16.51,24.91
12/19/2004,0,2.62,15.2,21.5
12/20/2004,0,3.55,9.66,15.33
12/21/2004,0,2.62,9.66,22.23
12/22/2004,0,2.8,14.27,25.18
12/23/2004,0,0.93,20.13,25.51
12/24/2004,0.01,2.24,16.63,27.55
12/25/2004,0,2.43,16.57,26.11
12/26/2004,0.01,3.18,11.31,23.75
12/27/2004,0,3.18,8.68,20.18
12/28/2004,0,1.12,14.27,21.91
12/29/2004,0,1.87,15.4,22.63
12/30/2004,0.08,2.43,16.32,25.05
12/31/2004,0.05,1.87,18.88,24.59
1/1/2005,0,2.62,18.02,26.17
1/2/2005,0,2.24,17.63,24.92
1/3/2005,0,2.8,18.02,25.31
1/4/2005,0,2.99,18.95,26.3
1/5/2005,0,3.36,18.55,26.96
1/6/2005,0,3.18,18.62,26.09
1/7/2005,0,3.55,19.33,26.15
1/8/2005,0,2.99,18.68,25.69
1/9/2005,0,2.8,18.48,25.75
1/10/2005,0,3.18,17.56,25.11
1/11/2005,0,3.36,17.43,24.84
1/12/2005,0,2.99,17.95,24.98
1/13/2005,0,1.5,21.17,25.11
1/14/2005,0.17,0.93,18.61,25.38
1/15/2005,0.07,0.93,15.97,21.3
1/16/2005,0.01,1.12,11.1,18.93
1/17/2005,0,3.93,8.8,16.69
1/18/2005,0,3.74,7.88,18.79
1/19/2005,0,3.55,8.93,19.57
1/20/2005,0,3.55,7.56,18.6
1/21/2005,0,2.06,13.48,21.68
1/22/2005,0,2.62,12.55,23.27
1/23/2005,0.02,2.24,6.435,21.7
1/24/2005,0,3.55,4.19,16.62
1/25/2005,0,2.8,7.36,18.92
1/26/2005,0,3.36,9.26,22.8
1/27/2005,0,2.99,12.69,26.02
1/28/2005,0.02,1.68,15.51,23
1/29/2005,0,3.18,15.58,22.41
1/30/2005,0,2.43,15.85,23.6
1/31/2005,0,3.36,11.56,21.62
2/1/2005,0,3.36,11.76,22.21
2/2/2005,0,1.87,13.28,21.76
2/3/2005,0,2.8,15.32,23.85
2/4/2005,0,1.31,10.97,17.36
2/5/2005,0,3.74,9.07,20.18
2/6/2005,0,2.8,13.02,21.81
2/7/2005,0,2.62,15.06,21.94
2/8/2005,0,3.55,14.34,23.33
2/9/2005,0,4.11,14.4,24.96
2/10/2005,0,2.8,12.09,23.46
2/11/2005,0,4.49,7.29,16.69
2/12/2005,0,4.49,6.635,20.25
2/13/2005,0,4.3,8.87,21.89
2/14/2005,0,3.74,14.6,24.12
2/15/2005,0,4.3,14.73,24.9
2/16/2005,0,4.3,14.6,25.49
2/17/2005,0,4.3,15.91,26.22
2/18/2005,0,4.11,14.85,23.86
2/19/2005,0,3.74,11.83,22.01
2/20/2005,0,4.49,14.73,23.66
2/21/2005,0,4.49,15.92,25.03
2/22/2005,0,3.55,17.29,25.36
2/23/2005,0,4.11,16.96,25.75
2/24/2005,0,2.99,18.29,26.28
2/25/2005,0,2.06,18.48,25.91
2/26/2005,0.02,2.06,16.37,23.4
2/27/2005,0,1.68,20.05,26.04
2/28/2005,0,2.06,18.54,25.84
3/1/2005,0,4.3,14.14,21.68
3/2/2005,0,4.86,11.83,19.19
3/3/2005,0.22,0.75,11.17,15.44
3/4/2005,0.2,2.8,12.42,19.72
3/5/2005,0,4.67,11.63,23.73
3/6/2005,0,4.3,11.84,22.41
3/7/2005,0,3.74,14.27,24.06
3/8/2005,0.06,1.5,15.64,21.9
3/9/2005,1.16,0.19,11.56,15.64
3/10/2005,0,5.23,9.93,18.73
3/11/2005,0,4.3,12.29,21.16
3/12/2005,0,3.18,14.34,23.99
3/13/2005,0,4.67,13.81,25.5
3/14/2005,0,3.55,17.43,27.87
3/15/2005,0,3.93,18.48,28.71
3/16/2005,0,3.74,20.31,27.93
3/17/2005,1.58,2.62,18.55,27.93
3/18/2005,0.01,4.11,16.05,22.34
3/19/2005,0,5.23,11.5,21.35
3/20/2005,0,5.05,13.61,24.59
3/21/2005,0,3.36,17.16,27.14
3/22/2005,0,3.36,20.84,28.86
3/23/2005,0.06,3.18,22.36,29.05
3/24/2005,0,3.55,19.72,28.72
3/25/2005,0,4.49,22.16,29.9
3/26/2005,0,4.11,22.82,31.28
3/27/2005,0,4.3,22.56,29.19
3/28/2005,0,2.62,17.89,25.97
3/29/2005,0,5.42,16.18,26.74
3/30/2005,0,4.49,15.26,29.69
3/31/2005,0,4.67,20.97,30.81
4/1/2005,0,5.05,19.87,28.66
4/2/2005,0.2,1.31,13.94,25.97
4/3/2005,0,5.61,11.91,22.01
4/4/2005,0,5.61,10.45,25.36
4/5/2005,0,5.42,15.26,25.24
4/6/2005,0,4.86,17.36,25.83
4/7/2005,0,4.3,19.98,27.67
4/8/2005,2.12,2.06,18.02,24.12
4/9/2005,0,4.49,16.83,25.38
4/10/2005,0,5.42,17.16,27.21
4/11/2005,0,5.61,17.82,25.78
4/12/2005,0,5.23,18.42,27.93
4/13/2005,0.01,4.11,19,27.47
4/14/2005,0,5.61,16.7,25.05
4/15/2005,0,5.23,15.12,22.74
4/16/2005,0,5.05,13.74,23.99
4/17/2005,0,3.55,11.9,24.26
4/18/2005,0,5.42,14.34,25.7
4/19/2005,0,4.67,15.79,24.19
4/20/2005,0,4.11,16.11,24.92
4/21/2005,0,5.79,15.79,26.61
4/22/2005,0,5.79,16.7,27.73
4/23/2005,0,5.79,16.11,26.5
4/24/2005,0,6.17,14.73,23.73
4/25/2005,0,6.17,11.71,24.84
4/26/2005,0,5.23,16.77,28.53
4/27/2005,0.09,2.8,21.63,28.39
4/28/2005,0,5.61,17.82,28
4/29/2005,0,5.98,18.29,27.67
4/30/2005,0,5.42,19.14,29.19
5/1/2005,0,2.37,20.58,27.07
5/2/2005,0,4.21,20.84,30.56
5/3/2005,0,4.07,20.91,29.97
5/4/2005,2.25,2.82,19.72,29.58
5/5/2005,0.25,2.15,19.92,26.37
5/6/2005,0,4.21,18.73,26.83
5/7/2005,0,5.61,16.83,26.81
5/8/2005,0,5.64,18.02,26.55
5/9/2005,0,6,17.43,26.88
5/10/2005,0,5.31,18.95,27.6
5/11/2005,0,5.98,18.35,27.14
5/12/2005,0,3.91,19.08,27.01
5/13/2005,0,5.14,18.62,26.88
5/14/2005,0.01,5.44,19.14,27.6
5/15/2005,0,4.06,18.94,28.53
5/16/2005,0,4.67,20.31,29.32
5/17/2005,0,5.03,20.97,29.52
5/18/2005,0,4.75,21.37,29.71
5/19/2005,0,4.22,20.71,28.33
5/20/2005,0,4.5,21.5,28.99
5/21/2005,0.07,4.95,20.58,29.25
5/22/2005,0.43,4.58,19.86,29.19
5/23/2005,0.01,5.23,20.71,29.51
5/24/2005,0,6,19.99,30.18
5/25/2005,0,5.25,21.04,30.23
5/26/2005,0,4.34,21.3,30.95
5/27/2005,0,5.89,20.84,31.14
5/28/2005,0,5.53,21.5,32.46
5/29/2005,0,5.51,21.17,32.73
5/30/2005,0.88,4.65,21.41,32.53
5/31/2005,1.99,3.01,21.5,28.53
6/1/2005,1.15,2.09,21.53,29.58
6/2/2005,0.97,1.36,20.09,28.07
6/3/2005,0.01,2.71,21.63,30.5
6/4/2005,0.11,2.65,20.51,28.72
6/5/2005,1.41,3.1,21.73,30.57
6/6/2005,0.07,1.51,22.56,30.29
6/7/2005,0.17,1.33,23.17,30.88
6/8/2005,0,1.64,23.6,29.98
6/9/2005,0.52,0.82,23.25,28.53
6/10/2005,2.98,0.36,22.47,25.84
6/11/2005,0.04,1.74,24.92,30.76
6/12/2005,0,1.5,24.52,30.63
6/13/2005,0,4.9,23.86,30.63
6/14/2005,0,4.8,23.86,31.74
6/15/2005,0.01,5.2,24.52,32.2
6/16/2005,0,5.2,23.4,32.33
6/17/2005,0.06,4.99,23.93,31.55
6/18/2005,0,5.31,24.98,31.87
6/19/2005,0.24,3.27,22.35,29.49
6/20/2005,2.17,0.13,20.71,24.52
6/21/2005,0.04,2.19,20.71,28
6/22/2005,0.28,1.4,21.89,27.67
6/23/2005,0.24,3.21,21.57,30.09
6/24/2005,0.64,5.33,21.77,31.08
6/25/2005,0,5.72,23.93,30.62
6/26/2005,0.4,3.05,23.31,30.75
6/27/2005,1.09,2.77,22.61,31.17
6/28/2005,0.52,3.55,24,30.3
6/29/2005,1.9,2.36,23,29.65
6/30/2005,0.18,5.61,24.92,31.47
7/1/2005,0,4.65,26.04,31.08
7/2/2005,0,4.93,26.44,31.28
7/3/2005,0,5.25,26.9,31.87
7/4/2005,0,5.55,26.7,33.06
7/5/2005,0,5.79,26.17,32.73
7/6/2005,0,5.79,25.97,33.06
7/7/2005,0,4.93,26.5,32.46
7/8/2005,1.77,3.35,22.74,31.54
7/9/2005,0.92,1.21,23.07,29.2
7/10/2005,0,2.49,25.44,29.19
7/11/2005,0,4.95,24.98,32
7/12/2005,0.02,3.78,25.97,31.41
7/13/2005,0.17,3.44,24.72,30.35
7/14/2005,0.06,3.38,24.88,30.3
7/15/2005,0,5.83,25.38,31.87
7/16/2005,0.34,5.18,24.85,31.87
7/17/2005,0,5.1,26.57,31.41
7/18/2005,0,4.26,26.11,31.21
7/19/2005,0,5.42,26.04,31.47
7/20/2005,0.01,4.28,25.5,31.87
7/21/2005,0,5.48,27.03,32.27
7/22/2005,0,5.7,27.03,33.77
7/23/2005,0.01,5.1,27.47,32.53
7/24/2005,0,4.9,26.63,32.13
7/25/2005,0,4.32,26.1,32.66
7/26/2005,0.25,4.75,23.82,32.85
7/27/2005,0,4.43,26.63,31.87
7/28/2005,0,5.29,26.96,32.33
7/29/2005,0.03,2.82,25.77,31.61
7/30/2005,0.24,4.43,22.8,32.66
7/31/2005,1.47,3.35,23.98,32.46
8/1/2005,0,4.19,26.3,32.79
8/2/2005,0,5.14,26.35,32.6
8/3/2005,0,3.66,26.63,31.67
8/4/2005,0,4.97,26.96,33.52
8/5/2005,0,4.37,24.85,32.33
8/6/2005,0,4.78,24.92,32.79
8/7/2005,0.24,3.78,23.6,32.13
8/8/2005,0,5.53,24.59,31.87
8/9/2005,0,4.56,26.37,32.46
8/10/2005,0.15,3.51,26.57,32.2
8/11/2005,0,3.78,26.77,32.13
8/12/2005,0.75,3.96,23.66,33.32
8/13/2005,0,4.58,25.64,32.86
8/14/2005,0.06,4.19,23.73,32.6
8/15/2005,0.99,3.48,22.71,31.74
8/16/2005,0,4.99,26.17,32.66
8/17/2005,0,4.45,26.57,33.26
8/18/2005,0.04,4.04,26.19,32.13
8/19/2005,0.16,3.63,26.7,32.53
8/20/2005,0.63,3.94,25.09,31.23
8/21/2005,0,4.06,26.57,31.54
8/22/2005,1.34,2.73,23.12,32
8/23/2005,0.04,4.09,25.55,31.5
8/24/2005,0.32,4.17,25.15,32.34
8/25/2005,0.96,0.88,23.79,27.29
8/26/2005,0.68,1.81,23.21,27.48
8/27/2005,0.81,3.23,23.2,30.51
8/28/2005,0,4.35,24.12,30.76
8/29/2005,0,4.95,26.11,31.09
8/30/2005,0,4.34,27.08,30.96
8/31/2005,0,3.33,26.3,31.48
9/1/2005,2.44,3.76,22.93,32.4
9/2/2005,0.09,4.34,23.66,31.67
9/3/2005,0.01,2.56,24.23,30.5
9/4/2005,0.09,3.74,24.76,29.25
9/5/2005,0,3.93,24.06,29.51
9/6/2005,0,3.07,24.06,29.84
9/7/2005,0,4.06,24.45,30.1
9/8/2005,0,4.39,25.18,30.5
9/9/2005,0,5.1,24.78,32.53
9/10/2005,0.69,4.65,23.6,32.07
9/11/2005,0,4.71,24.46,31.54
9/12/2005,0,4.97,24.92,31.54
9/13/2005,0.01,4.82,24.78,31.14
9/14/2005,0,5.07,24.78,31.01
9/15/2005,0,4.95,24.78,31.67
9/16/2005,0.27,4.88,24.52,32.6
9/17/2005,0,4.19,25.05,31.74
9/18/2005,0,4.86,25.64,31.74
9/19/2005,0.15,3.76,25.18,29.91
9/20/2005,1.03,0.56,22.68,27.56
9/21/2005,0.03,3.16,24.98,30.56
9/22/2005,0.01,3.08,24.45,29.91
9/23/2005,0,2.73,24.85,30.43
9/24/2005,0,4.75,25.25,30.69
9/25/2005,0,4.19,24.19,29.97
9/26/2005,0.04,3.57,24.45,29.38
9/27/2005,0.01,4.07,23.27,29.96
9/28/2005,0.41,3.61,23.51,29.84
9/29/2005,3.13,3.51,22.08,30.16
9/30/2005,0.12,3.21,24.39,29.24
10/1/2005,0.2,3.42,24.39,29.78
10/2/2005,0.28,3.33,23.6,29.65
10/3/2005,0,3.78,24.13,30.17
10/4/2005,0.21,2.88,23.93,27.81
10/5/2005,0.16,3.38,24.45,29.52
10/6/2005,1.87,2.22,22.94,29.38
10/7/2005,0.06,3.01,24.39,29.25
10/8/2005,0.02,4.09,25.31,30.16
10/9/2005,0,3.44,25.58,30.04
10/10/2005,0,3.91,24.98,32.27
10/11/2005,0,4.07,25.05,30.62
10/12/2005,0,4.21,25.51,31.34
10/13/2005,0,4.52,25.05,30.88
10/14/2005,0,3.78,24.12,29.12
10/15/2005,0,1.85,23.14,27.08
10/16/2005,0,3.68,23.15,28.46
10/17/2005,0,4.49,21.9,28.13
10/18/2005,0.04,2.67,22.36,27.87
10/19/2005,0,3.4,23.67,30.3
10/20/2005,0,2.97,24.13,29.85
10/21/2005,0.19,0.92,23.27,27.55
10/22/2005,0.01,2.39,24.32,29.58
10/23/2005,0,3.23,25.18,30.11
10/24/2005,1.86,1.97,26.57,27.29
10/25/2005,0,4.23,,
10/26/2005,0,4.34,,
10/27/2005,0,4.08,,
10/28/2005,0,3.95,,
10/29/2005,0,3.7,,
10/30/2005,0,3.73,,
10/31/2005,0,1.72,,
11/1/2005,0.49,1.75,,
11/2/2005,0,3.62,,
11/3/2005,0,3.04,,
11/4/2005,0,3.44,,
11/5/2005,0,3.63,,
11/6/2005,0,3.11,,
11/7/2005,0,3.39,,
11/8/2005,0,3.25,,
11/9/2005,0,3.5,,
11/10/2005,0,3.86,,
11/11/2005,0,3.36,,
11/12/2005,0,2.97,,
11/13/2005,0,3.46,,
11/14/2005,0,2.82,,
11/15/2005,0.01,2.82,,
11/16/2005,0,3.36,,
11/17/2005,0,2.61,,
11/18/2005,0.08,1.29,,
11/19/2005,0.01,2.69,,
11/20/2005,0.05,2.25,,
11/21/2005,0.07,2.35,,
11/22/2005,0,3.54,,
11/23/2005,0,3.73,,
11/24/2005,0,3.37,,
11/25/2005,0,2.79,,
11/26/2005,0,3.18,,
11/27/2005,0,2.65,,
11/28/2005,0,2.75,,
11/29/2005,0.9,0.76,,
11/30/2005,0,2.43,,
12/1/2005,0,3.57,,
12/2/2005,0,3.51,,
12/3/2005,0,3.39,,
12/4/2005,0,3.12,,
12/5/2005,0,2.03,,
12/6/2005,0,1.96,,
12/7/2005,0,1.38,,
12/8/2005,0.01,2.44,,
12/9/2005,0,2.65,,
12/10/2005,0,1.94,,
12/11/2005,0,2.5,,
12/12/2005,0,3.46,,
12/13/2005,0,3.36,,
12/14/2005,0,3.32,,
12/15/2005,0.06,2.2,,
12/16/2005,0.05,2.6,,
12/17/2005,0,2.39,,
12/18/2005,0,2.01,,
12/19/2005,0,0.77,,
12/20/2005,0.02,1.74,,
12/21/2005,0,2,,
12/22/2005,0,3.13,,
12/23/2005,0,2.64,,
12/24/2005,0,2.83,,
12/25/2005,0,2.66,,
12/26/2005,0,3.31,,
12/27/2005,0,3.57,,
12/28/2005,0,3.39,,
12/29/2005,0,2.85,,
12/30/2005,0,3.34,,
12/31/2005,0,3.03,,
1/1/2006,0,2.96,,
1/2/2006,0,3.09,,
1/3/2006,0,2.83,,
1/4/2006,0,3.55,,
1/5/2006,0,3.5,,
1/6/2006,0,2.34,,
1/7/2006,0,3.59,,
1/8/2006,0,3.55,,
1/9/2006,0,2.92,,
1/10/2006,0,2.63,,
1/11/2006,0,3.06,,
1/12/2006,0,3.04,,
1/13/2006,0.08,2.22,,
1/14/2006,0,3.48,,
1/15/2006,0,3.7,,
1/16/2006,0,3.51,,
1/17/2006,0,2.99,,
1/18/2006,0.08,2.07,,
1/19/2006,0,1.58,,
1/20/2006,0.01,2.96,,
1/21/2006,0,2.16,,
1/22/2006,0,2.18,,
1/23/2006,0,2.8,,
1/24/2006,0.1,3.01,,
1/25/2006,0,3.13,,
1/26/2006,0,3.62,,
1/27/2006,0,2.71,,
1/28/2006,0,2.83,,
1/29/2006,0,2.55,,
1/30/2006,0.01,2.24,,
1/31/2006,0,3,,
2/1/2006,0,3.06,,
2/2/2006,0,1.95,,
2/3/2006,0.84,2.24,,
2/4/2006,1.92,0.68,,
2/5/2006,0,4.07,,
2/6/2006,0,4.29,,
2/7/2006,0,3.87,,
2/8/2006,0,4.02,,
2/9/2006,0,4.34,,
2/10/2006,0,4.2,,
2/11/2006,0,3.31,,
2/12/2006,0,1.52,,
2/13/2006,0,3.79,,
2/14/2006,0,4.36,,
2/15/2006,0,3.18,,
2/16/2006,0,3.29,,
2/17/2006,0,3.85,,
2/18/2006,0,4.38,,
2/19/2006,0,4.3,,
2/20/2006,0,3.44,,
2/21/2006,0,3.51,,
2/22/2006,0,3.67,,
2/23/2006,0,4.15,,
2/24/2006,0,3.26,,
2/25/2006,0.12,2.28,,
2/26/2006,0.03,2.02,,
2/27/2006,0,4.05,,
2/28/2006,0,4.68,,
3/1/2006,0,3.94,,
3/2/2006,0,4.51,,
3/3/2006,0,3.64,,
3/4/2006,0,4.1,,
3/5/2006,0,4.15,,
3/6/2006,0,4.13,,
3/7/2006,0,4.44,,
3/8/2006,0,4.45,,
3/9/2006,0,3.8,,
3/10/2006,0,3.4,,
3/11/2006,0,4.25,,
3/12/2006,0,3.57,,
3/13/2006,0,3.28,,
3/14/2006,0,3.42,,
3/15/2006,0,3.44,,
3/16/2006,0,4.48,,
3/17/2006,0,4.21,,
3/18/2006,0,4.59,,
3/19/2006,0,4.43,,
3/20/2006,0,4.62,,
3/21/2006,0,4.63,,
3/22/2006,0,4.13,,
3/23/2006,0,2.49,,
3/24/2006,0,3.38,,
3/25/2006,0,5.5,,
3/26/2006,0,5.58,,
3/27/2006,0,4.86,,
3/28/2006,0,4.43,,
3/29/2006,0,4.01,,
3/30/2006,0,4.77,,
3/31/2006,0,4.78,,
4/1/2006,0,4.83,,
4/2/2006,0,4.69,,
4/3/2006,0,4.79,,
4/4/2006,0,4.82,,
4/5/2006,0,5.5,,
4/6/2006,0,5.17,,
4/7/2006,0,5.35,,
4/8/2006,0,4.48,,
4/9/2006,0,3.43,,
4/10/2006,0,2.07,,
4/11/2006,0,4.28,,
4/12/2006,0,4.6,,
4/13/2006,0,4.2,,
4/14/2006,0,5.35,,
4/15/2006,0,5.79,,
4/16/2006,0,5.72,,
4/17/2006,0,5.32,,
4/18/2006,0,4.8,,
4/19/2006,0,4.3,,
4/20/2006,0,4.85,,
4/21/2006,0,4.86,,
4/22/2006,0,4.73,,
4/23/2006,0,4.47,,
4/24/2006,0.55,3.72,,
4/25/2006,0,4.67,,
4/26/2006,0.03,4.04,,
4/27/2006,0,4.92,,
4/28/2006,0,5.36,,
4/29/2006,0,4.31,,
4/30/2006,0,4.95,,
5/1/2006,0,,,
5/2/2006,0,,,
5/3/2006,0,,,
5/4/2006,0,,,
5/5/2006,0,,,
5/6/2006,0,,,
5/7/2006,0,,,
5/8/2006,0,,,
5/9/2006,0,,,
5/10/2006,0,,,
5/11/2006,0,,,
5/12/2006,0.11,,,
5/13/2006,0,,,
5/14/2006,0,,,
5/15/2006,0.24,,,
5/16/2006,1.94,,,
5/17/2006,0.01,,,
5/18/2006,0,,,
5/19/2006,0,,,
5/20/2006,0,,,
5/21/2006,0,,,
5/22/2006,0,,,
5/23/2006,0,,,
5/24/2006,0.06,,,
5/25/2006,0.15,,,
5/26/2006,0.62,,,
5/27/2006,0.04,,,
5/28/2006,0,,,
5/29/2006,1.03,,,
5/30/2006,0,,,
5/31/2006,0,,,
6/1/2006,0.42,,,
6/2/2006,0,,,
6/3/2006,0,,,
6/4/2006,0,,,
6/5/2006,0.32,,,
6/6/2006,0,,,
6/7/2006,0,,,
6/8/2006,0,,,
6/9/2006,0,,,
6/10/2006,0,,,
6/11/2006,0,,,
6/12/2006,0.01,,,
6/13/2006,0,,,
6/14/2006,0,,,
6/15/2006,0.19,,,
6/16/2006,1.02,,,
6/17/2006,0.14,,,
6/18/2006,1.28,,,
6/19/2006,0,,,
6/20/2006,0,,,
6/21/2006,0,,,
6/22/2006,0,,,
6/23/2006,0,,,
6/24/2006,2.59,,,
6/25/2006,0.74,,,
6/26/2006,0.06,,,
6/27/2006,0.03,,,
6/28/2006,0.25,,,
6/29/2006,0.21,,,
6/30/2006,0.02,,,
7/1/2006,0,,,
7/2/2006,2.64,,,
7/3/2006,0.19,,,
7/4/2006,0,,,
7/5/2006,0.01,,,
7/6/2006,0.9,,,
7/7/2006,0.09,,,
7/8/2006,0.28,,,
7/9/2006,0.42,,,
7/10/2006,0.52,,,
7/11/2006,1,,,
7/12/2006,2.1,,,
7/13/2006,0.14,,,
7/14/2006,0,,,
